LOYALTY_CARD_#,LIFESTAGE,PREMIUM_CUSTOMER
89089,Retirees,Mainstream
89091,Young Families,Budget
89094,Midage Singles/Couples,Budget
89095,Young Singles/Couples,Mainstream
89096,Young Singles/Couples,Mainstream
89101,Older Families,Mainstream
89102,Retirees,Mainstream
89103,Older Families,Budget
89104,Midage Singles/Couples,Premium
89106,Retirees,Mainstream
89107,Young Singles/Couples,Mainstream
89108,Older Singles/Couples,Mainstream
89111,Young Families,Budget
89112,Older Families,Mainstream
89114,Midage Singles/Couples,Budget
89115,Retirees,Mainstream
89116,Retirees,Budget
89117,Older Families,Premium
89118,Retirees,Budget
89119,Older Singles/Couples,Budget
89121,Young Singles/Couples,Mainstream
89122,Retirees,Budget
89124,Retirees,Budget
89125,Midage Singles/Couples,Mainstream
89126,Midage Singles/Couples,Mainstream
89127,Older Singles/Couples,Mainstream
89128,Older Singles/Couples,Mainstream
89131,Retirees,Budget
89132,Retirees,Mainstream
89133,Young Families,Budget
89135,Young Families,Budget
89136,Young Families,Premium
89137,Older Families,Budget
89138,Retirees,Mainstream
89139,Retirees,Mainstream
89140,Midage Singles/Couples,Premium
89141,Young Families,Budget
89142,Young Families,Budget
89143,Young Families,Budget
89144,Older Singles/Couples,Budget
89145,Young Singles/Couples,Mainstream
89146,Older Singles/Couples,Premium
89147,Older Families,Mainstream
89148,Older Singles/Couples,Budget
89149,Retirees,Budget
89150,Young Families,Mainstream
89151,Retirees,Budget
89154,Young Singles/Couples,Mainstream
89159,Midage Singles/Couples,Budget
89160,Older Singles/Couples,Budget
89162,New Families,Budget
89163,Older Singles/Couples,Budget
89164,Young Singles/Couples,Mainstream
89165,Retirees,Mainstream
89167,Retirees,Mainstream
89168,Older Singles/Couples,Budget
89169,Older Families,Budget
89172,Young Singles/Couples,Premium
89173,Older Singles/Couples,Mainstream
89177,New Families,Mainstream
89178,Older Singles/Couples,Premium
89179,New Families,Mainstream
89180,Young Singles/Couples,Budget
89182,Young Singles/Couples,Mainstream
89184,Midage Singles/Couples,Budget
89187,Older Families,Premium
89188,Older Singles/Couples,Budget
89189,Older Singles/Couples,Premium
89192,Retirees,Budget
89193,Young Singles/Couples,Budget
89194,Young Singles/Couples,Premium
89195,New Families,Mainstream
89196,Older Singles/Couples,Budget
89197,Young Singles/Couples,Budget
89199,Older Families,Premium
89200,Young Families,Mainstream
89201,Retirees,Premium
89203,Midage Singles/Couples,Mainstream
89204,Young Singles/Couples,Budget
89205,Young Singles/Couples,Budget
89206,Retirees,Mainstream
89207,Retirees,Budget
89210,Young Families,Premium
89211,Midage Singles/Couples,Premium
89213,Older Singles/Couples,Premium
89214,Older Singles/Couples,Mainstream
89215,Older Singles/Couples,Budget
89216,Young Singles/Couples,Premium
89218,Older Families,Mainstream
89219,Retirees,Mainstream
89220,Older Singles/Couples,Mainstream
89223,Midage Singles/Couples,Premium
89224,Young Families,Mainstream
89226,Young Singles/Couples,Mainstream
89228,Young Families,Mainstream
89229,Young Singles/Couples,Mainstream
89230,New Families,Premium
89231,Older Singles/Couples,Premium
89232,Older Singles/Couples,Premium
89234,Retirees,Premium
89235,Young Singles/Couples,Mainstream
89236,Young Families,Mainstream
89239,Young Singles/Couples,Mainstream
89240,New Families,Budget
89241,Retirees,Mainstream
89244,Young Singles/Couples,Budget
89246,Older Singles/Couples,Mainstream
89248,Midage Singles/Couples,Mainstream
89249,Young Singles/Couples,Budget
89250,Young Families,Budget
89251,Retirees,Premium
89252,Older Families,Mainstream
89253,Retirees,Mainstream
89256,Older Families,Budget
89257,Young Singles/Couples,Budget
89259,Young Singles/Couples,Mainstream
89260,Midage Singles/Couples,Budget
89261,Midage Singles/Couples,Mainstream
89263,Older Singles/Couples,Mainstream
89264,Young Singles/Couples,Budget
89265,Young Singles/Couples,Premium
89266,Young Singles/Couples,Mainstream
89267,Young Families,Budget
89268,Young Singles/Couples,Budget
89269,New Families,Mainstream
89272,Young Families,Mainstream
89274,Young Families,Premium
89275,Young Singles/Couples,Mainstream
89276,Young Families,Budget
89278,Young Singles/Couples,Budget
89281,Young Singles/Couples,Budget
89282,Young Families,Budget
89284,Older Singles/Couples,Premium
89285,Young Families,Premium
89286,Young Families,Premium
89287,Older Singles/Couples,Premium
89288,Young Families,Budget
89289,Midage Singles/Couples,Mainstream
89290,Retirees,Premium
89291,Older Singles/Couples,Premium
89292,Retirees,Premium
89294,Young Singles/Couples,Budget
89295,Young Singles/Couples,Budget
89298,Retirees,Budget
89299,Young Singles/Couples,Mainstream
89302,Retirees,Budget
89303,Young Singles/Couples,Budget
89304,Retirees,Mainstream
89305,Older Families,Budget
89307,Older Singles/Couples,Mainstream
89309,Young Families,Budget
89311,Young Singles/Couples,Budget
89314,Young Singles/Couples,Budget
89315,Retirees,Budget
89317,Older Families,Mainstream
89319,Older Singles/Couples,Budget
89321,Young Singles/Couples,Mainstream
89322,Young Families,Premium
89324,Young Singles/Couples,Budget
89326,Young Families,Mainstream
89327,Older Singles/Couples,Mainstream
89329,Older Singles/Couples,Budget
89332,Older Singles/Couples,Mainstream
89333,Older Families,Budget
89335,Older Singles/Couples,Budget
89338,Young Singles/Couples,Budget
89339,Young Singles/Couples,Premium
89340,Young Families,Mainstream
89341,Older Families,Premium
89342,Older Singles/Couples,Premium
89343,Older Families,Budget
89344,Young Singles/Couples,Budget
89345,Midage Singles/Couples,Mainstream
89346,Retirees,Mainstream
89347,Older Families,Premium
89348,Young Families,Premium
89351,Older Families,Mainstream
89354,Young Families,Budget
89355,New Families,Mainstream
89357,Older Families,Budget
89358,Young Singles/Couples,Budget
89359,Older Singles/Couples,Premium
89360,Retirees,Budget
89362,Older Families,Budget
89363,Retirees,Mainstream
89364,Young Families,Mainstream
89365,Young Families,Budget
89366,Older Singles/Couples,Budget
89367,Midage Singles/Couples,Premium
89368,Older Singles/Couples,Premium
89369,Retirees,Mainstream
89371,Older Singles/Couples,Premium
89373,Young Singles/Couples,Budget
89378,Young Singles/Couples,Mainstream
89379,Older Singles/Couples,Budget
89381,Older Singles/Couples,Mainstream
89382,Older Singles/Couples,Premium
89384,Young Singles/Couples,Mainstream
89385,Young Singles/Couples,Mainstream
89386,Young Singles/Couples,Mainstream
89387,Young Singles/Couples,Budget
89391,Young Singles/Couples,Mainstream
89392,Older Families,Budget
89393,Older Families,Budget
89394,Young Singles/Couples,Budget
89396,Older Singles/Couples,Mainstream
89398,Older Singles/Couples,Budget
89399,Older Singles/Couples,Premium
89400,Older Singles/Couples,Budget
89402,Older Families,Mainstream
89403,Older Families,Premium
89406,Midage Singles/Couples,Mainstream
89409,Young Singles/Couples,Premium
89410,Midage Singles/Couples,Premium
89411,Older Families,Premium
89412,Young Singles/Couples,Mainstream
89413,Older Singles/Couples,Premium
89414,Young Singles/Couples,Budget
89416,Young Singles/Couples,Mainstream
89421,Young Families,Premium
89423,New Families,Mainstream
89425,Older Families,Premium
89426,Young Families,Budget
89428,Retirees,Budget
89429,Young Singles/Couples,Mainstream
89431,Young Families,Premium
89432,Young Singles/Couples,Mainstream
89433,Older Singles/Couples,Budget
89434,Young Singles/Couples,Budget
89435,Young Singles/Couples,Budget
89436,Older Singles/Couples,Mainstream
89437,Retirees,Mainstream
89439,Young Families,Budget
89440,New Families,Premium
89442,Retirees,Premium
89450,Retirees,Premium
89451,Young Singles/Couples,Premium
89452,Older Singles/Couples,Mainstream
89453,Young Families,Premium
89454,Older Families,Budget
89455,New Families,Budget
89457,Midage Singles/Couples,Premium
89458,Midage Singles/Couples,Mainstream
89460,Midage Singles/Couples,Budget
89461,Midage Singles/Couples,Budget
89463,Older Families,Budget
89464,Retirees,Mainstream
89465,Young Singles/Couples,Budget
89467,Young Singles/Couples,Mainstream
89469,Young Singles/Couples,Mainstream
89471,Older Families,Budget
89474,Older Families,Budget
89475,Young Singles/Couples,Budget
89476,Older Singles/Couples,Budget
89477,Older Families,Mainstream
89479,New Families,Budget
89481,Young Singles/Couples,Budget
89482,Older Singles/Couples,Mainstream
89484,Young Singles/Couples,Mainstream
89485,Retirees,Mainstream
89486,Young Singles/Couples,Mainstream
89487,Older Singles/Couples,Premium
89488,Older Singles/Couples,Mainstream
89490,Retirees,Premium
89492,Midage Singles/Couples,Budget
89493,Retirees,Budget
89494,Older Singles/Couples,Premium
89495,Older Families,Budget
89496,Young Singles/Couples,Budget
89497,Young Singles/Couples,Budget
89498,Retirees,Mainstream
89499,Young Families,Budget
89502,Young Singles/Couples,Budget
89504,Young Singles/Couples,Mainstream
89506,Older Singles/Couples,Premium
89508,Young Families,Budget
89510,Young Singles/Couples,Budget
89511,Young Singles/Couples,Premium
90000,Young Singles/Couples,Mainstream
90002,Young Singles/Couples,Premium
90004,Midage Singles/Couples,Budget
90007,Retirees,Mainstream
90008,New Families,Mainstream
90009,Midage Singles/Couples,Mainstream
90011,Older Singles/Couples,Mainstream
90012,Midage Singles/Couples,Budget
90016,Midage Singles/Couples,Budget
90017,Young Families,Premium
90019,Older Families,Budget
90020,Retirees,Mainstream
90021,Retirees,Mainstream
90022,Midage Singles/Couples,Premium
90024,Retirees,Mainstream
90025,Young Singles/Couples,Mainstream
90026,Older Singles/Couples,Mainstream
90027,Midage Singles/Couples,Mainstream
90028,New Families,Budget
90030,Young Families,Mainstream
90031,Young Singles/Couples,Mainstream
90035,Retirees,Premium
90037,Young Singles/Couples,Mainstream
90039,Older Families,Budget
90041,Older Singles/Couples,Mainstream
90043,Young Families,Mainstream
90044,Young Families,Budget
90045,Young Singles/Couples,Mainstream
90046,Older Singles/Couples,Mainstream
90047,Retirees,Budget
90051,Midage Singles/Couples,Premium
90052,Older Singles/Couples,Mainstream
90053,Older Families,Budget
90055,Midage Singles/Couples,Budget
90056,Retirees,Premium
90058,Retirees,Mainstream
90060,Retirees,Budget
90061,Older Families,Mainstream
90062,Midage Singles/Couples,Budget
90065,Retirees,Mainstream
90067,Retirees,Premium
90068,Young Families,Mainstream
90069,Retirees,Budget
90070,Midage Singles/Couples,Mainstream
90071,Young Singles/Couples,Mainstream
90072,Midage Singles/Couples,Mainstream
90073,Older Singles/Couples,Premium
90074,Older Singles/Couples,Premium
90075,Young Singles/Couples,Budget
90076,New Families,Mainstream
90077,Midage Singles/Couples,Premium
90080,Young Families,Premium
90081,Young Singles/Couples,Mainstream
90082,Midage Singles/Couples,Premium
90083,Older Singles/Couples,Mainstream
90084,Older Singles/Couples,Premium
90085,Retirees,Budget
90086,Retirees,Mainstream
90087,Retirees,Mainstream
90088,Older Singles/Couples,Premium
90089,Older Singles/Couples,Budget
90090,Older Singles/Couples,Mainstream
90095,Young Singles/Couples,Mainstream
90096,Older Singles/Couples,Mainstream
90099,Older Singles/Couples,Premium
90100,Older Families,Budget
90101,Midage Singles/Couples,Mainstream
90103,Midage Singles/Couples,Premium
90104,Older Families,Premium
90105,Retirees,Mainstream
90106,Older Singles/Couples,Budget
90108,Young Families,Mainstream
90109,Retirees,Budget
90110,Retirees,Mainstream
90111,Older Singles/Couples,Mainstream
90112,Young Singles/Couples,Mainstream
90113,Older Singles/Couples,Premium
90114,Older Singles/Couples,Premium
90117,Older Singles/Couples,Budget
90118,Older Singles/Couples,Budget
90122,Retirees,Mainstream
90123,Young Singles/Couples,Mainstream
90124,Older Singles/Couples,Budget
90125,Older Singles/Couples,Mainstream
90129,Older Families,Mainstream
90130,Midage Singles/Couples,Premium
90131,Retirees,Budget
90132,Retirees,Premium
90133,Young Families,Mainstream
90134,Older Singles/Couples,Mainstream
90135,Young Singles/Couples,Mainstream
90137,New Families,Mainstream
90138,Retirees,Budget
90139,Older Singles/Couples,Mainstream
90140,Young Families,Budget
90141,Young Singles/Couples,Mainstream
90142,Midage Singles/Couples,Premium
90147,Midage Singles/Couples,Mainstream
90149,Older Singles/Couples,Premium
90150,Midage Singles/Couples,Budget
90151,Older Singles/Couples,Mainstream
90152,Young Singles/Couples,Budget
90153,New Families,Mainstream
90156,Young Families,Premium
90157,Older Singles/Couples,Premium
90158,Older Families,Mainstream
90159,Midage Singles/Couples,Premium
90160,Older Families,Budget
90162,Midage Singles/Couples,Mainstream
90163,New Families,Premium
90164,Young Singles/Couples,Budget
90165,Older Families,Budget
90166,Retirees,Mainstream
90169,Young Singles/Couples,Premium
90170,New Families,Budget
90171,Young Singles/Couples,Mainstream
90172,Older Singles/Couples,Premium
90174,Older Singles/Couples,Premium
90175,Retirees,Mainstream
90176,Young Singles/Couples,Mainstream
90177,Retirees,Mainstream
90178,Young Singles/Couples,Budget
90179,Retirees,Premium
90180,Retirees,Budget
90182,Young Singles/Couples,Mainstream
90184,Older Singles/Couples,Mainstream
90185,Young Singles/Couples,Mainstream
90187,Midage Singles/Couples,Budget
90189,Young Singles/Couples,Mainstream
90192,Young Singles/Couples,Budget
90195,Young Families,Budget
90196,Older Singles/Couples,Premium
90197,Young Families,Budget
90198,Young Singles/Couples,Budget
90199,Retirees,Budget
90201,Older Singles/Couples,Budget
90202,Young Singles/Couples,Mainstream
90203,Retirees,Budget
90204,Young Singles/Couples,Budget
90205,Young Singles/Couples,Budget
90206,Older Families,Budget
90207,Older Singles/Couples,Mainstream
90208,Midage Singles/Couples,Mainstream
90209,Young Singles/Couples,Mainstream
90212,Young Families,Budget
90215,Retirees,Premium
90216,Retirees,Mainstream
90217,New Families,Budget
90218,New Families,Budget
90220,Young Singles/Couples,Mainstream
90222,Midage Singles/Couples,Mainstream
90225,Young Singles/Couples,Premium
90226,Young Singles/Couples,Premium
90227,Older Families,Budget
90228,Young Singles/Couples,Premium
90229,Older Singles/Couples,Premium
90231,Older Families,Premium
90232,Older Singles/Couples,Premium
90233,Young Singles/Couples,Premium
90237,Older Families,Budget
90239,Retirees,Mainstream
90241,New Families,Budget
90242,Midage Singles/Couples,Budget
90244,Young Families,Premium
90245,Young Singles/Couples,Mainstream
